age,workclass,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,us-native,income
20,Private,3,Never-married,Handlers-cleaners,White,Male,0,0,40,0,0
49,Private,13,Married-spouse-absent,Adm-clerical,Amer-Indian-Eskimo,Male,0,0,40,0,0
23,Private,9,Never-married,Adm-clerical,Black,Female,0,0,40,1,0
47,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,0,1
43,Private,10,Married-civ-spouse,Protective-serv,White,Male,0,0,40,1,0
56,Private,10,Divorced,Other-service,White,Male,0,0,30,1,0
60,Self-emp-not-inc,7,Married-civ-spouse,Farming-fishing,White,Male,0,0,35,1,0
29,Private,9,Divorced,Sales,White,Male,0,0,40,1,0
25,Private,13,Never-married,Exec-managerial,Black,Female,0,0,38,1,0
39,Private,11,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
37,Private,11,Never-married,Adm-clerical,Other,Female,4101,0,35,1,0
38,Private,13,Never-married,Exec-managerial,White,Male,2202,0,45,1,0
47,Private,9,Divorced,Tech-support,White,Female,0,0,36,1,0
50,Self-emp-not-inc,15,Divorced,Sales,White,Male,0,0,50,1,1
64,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,1,1
35,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
42,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,44,1,1
51,Private,13,Separated,Prof-specialty,White,Male,0,0,40,1,0
21,Private,9,Never-married,Other-service,White,Male,0,0,40,1,0
53,Self-emp-not-inc,14,Divorced,Exec-managerial,White,Male,0,0,50,1,1
29,Private,11,Divorced,Adm-clerical,White,Female,0,0,40,1,0
37,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
20,Private,8,Never-married,Adm-clerical,White,Female,0,0,40,1,0
18,Private,10,Never-married,Exec-managerial,White,Male,0,0,50,1,0
57,Private,10,Married-civ-spouse,Exec-managerial,White,Male,7688,0,45,1,1
27,Private,10,Married-civ-spouse,Adm-clerical,White,Male,2829,0,40,1,0
23,Self-emp-inc,11,Never-married,Craft-repair,White,Male,0,0,50,1,0
36,Self-emp-inc,13,Divorced,Sales,White,Male,0,0,60,1,0
48,Private,9,Divorced,Adm-clerical,White,Female,0,0,40,1,0
40,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,43,1,0
51,Private,13,Divorced,Prof-specialty,White,Female,0,0,16,1,0
59,Private,5,Married-civ-spouse,Other-service,White,Male,0,0,40,1,0
32,Private,10,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,0,0,40,0,0
39,Private,10,Divorced,Other-service,White,Male,0,0,40,1,0
32,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,1,0
38,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,1,1
44,State-gov,13,Never-married,Adm-clerical,White,Female,0,0,38,1,0
51,Private,9,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,0
54,Private,9,Never-married,Other-service,White,Female,0,0,20,0,0
22,Private,10,Never-married,Sales,White,Female,0,0,30,1,0
19,Private,9,Never-married,Farming-fishing,White,Female,0,0,40,1,0
31,Federal-gov,12,Married-civ-spouse,Tech-support,White,Male,0,0,45,1,0
53,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
28,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,1,0
19,Private,9,Never-married,Protective-serv,White,Male,0,0,32,1,0
40,Federal-gov,10,Married-civ-spouse,Adm-clerical,Black,Male,0,0,40,1,1
21,Private,10,Never-married,Adm-clerical,White,Male,0,0,10,1,0
39,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,0,1
40,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,7298,0,35,1,1
36,Private,9,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,0,0
18,Private,5,Never-married,Sales,White,Female,0,0,42,1,0
32,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,7688,0,55,0,1
50,Private,9,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,0
18,Private,7,Never-married,Sales,White,Male,0,0,15,1,0
19,Private,9,Never-married,Machine-op-inspct,White,Male,0,0,43,1,0
53,Private,10,Divorced,Craft-repair,White,Male,0,0,40,1,1
49,Private,9,Divorced,Other-service,Black,Female,0,0,32,1,0
31,Private,10,Never-married,Exec-managerial,White,Male,0,0,40,1,0
47,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,35,1,0
35,Local-gov,10,Married-civ-spouse,Other-service,White,Male,0,0,40,1,0
47,Local-gov,10,Never-married,Other-service,White,Female,0,0,20,1,0
43,Self-emp-not-inc,14,Divorced,Prof-specialty,White,Female,0,0,20,1,0
51,Private,10,Never-married,Machine-op-inspct,White,Male,0,0,21,1,0
54,Private,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
76,Local-gov,5,Married-civ-spouse,Other-service,White,Male,0,0,30,1,0
33,Private,4,Never-married,Sales,White,Male,0,0,43,0,0
19,Private,8,Never-married,Transport-moving,White,Male,0,0,15,1,0
49,Private,11,Married-civ-spouse,Craft-repair,White,Male,5013,0,40,1,0
26,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,0
23,Private,10,Never-married,Other-service,White,Female,0,0,15,1,0
49,Private,9,Married-civ-spouse,Craft-repair,White,Male,7298,0,40,1,1
24,Private,10,Never-married,Sales,White,Male,0,0,65,1,0
48,Private,9,Never-married,Sales,White,Male,0,0,40,1,0
36,State-gov,10,Married-civ-spouse,Protective-serv,White,Male,0,0,40,1,0
33,Private,8,Separated,Adm-clerical,White,Female,1471,0,40,1,0
31,Private,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,15024,0,48,0,1
53,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,44,1,1
22,Private,13,Never-married,Adm-clerical,White,Female,0,0,10,1,0
43,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
31,Private,12,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,0,0
53,State-gov,14,Divorced,Prof-specialty,White,Female,0,0,40,1,0
36,Federal-gov,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,1,0
47,Local-gov,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
52,Private,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,0,1
39,Private,9,Divorced,Machine-op-inspct,White,Female,0,0,40,1,0
24,Private,13,Never-married,Sales,White,Male,0,0,40,1,0
17,Local-gov,6,Never-married,Protective-serv,White,Female,0,1602,40,1,0
53,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Female,15024,0,40,1,1
21,Private,10,Never-married,Sales,White,Male,0,0,40,1,0
29,Private,13,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,0,64,0,1
34,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,0
28,Private,10,Never-married,Adm-clerical,White,Female,0,0,40,1,0
61,Private,13,Married-civ-spouse,Sales,White,Male,0,0,40,1,1
20,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,60,1,0
47,State-gov,9,Married-civ-spouse,Tech-support,White,Male,0,0,40,1,0
40,Private,13,Married-civ-spouse,Sales,White,Male,0,0,45,1,1
26,Local-gov,10,Never-married,Other-service,Black,Female,0,0,10,0,0
53,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
26,Private,13,Never-married,Sales,White,Male,0,0,50,1,0
39,Private,15,Married-civ-spouse,Sales,White,Male,0,2415,99,1,1
17,Local-gov,7,Never-married,Prof-specialty,Black,Male,0,0,15,1,0
46,Private,16,Never-married,Prof-specialty,White,Male,0,0,40,1,1
34,Private,13,Married-civ-spouse,Sales,White,Male,15024,0,40,1,1
45,Self-emp-not-inc,13,Divorced,Prof-specialty,White,Male,0,0,45,0,0
23,Private,9,Never-married,Adm-clerical,White,Female,0,0,16,1,0
41,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
26,Private,13,Never-married,Sales,White,Female,0,0,40,1,0
28,Self-emp-not-inc,13,Never-married,Prof-specialty,White,Female,0,0,4,1,0
18,Self-emp-inc,7,Never-married,Sales,White,Male,0,0,15,1,0
38,Private,9,Never-married,Prof-specialty,White,Male,0,0,40,1,1
28,Private,13,Married-civ-spouse,Sales,White,Male,0,0,40,1,1
49,Private,14,Never-married,Prof-specialty,White,Male,0,0,40,1,1
29,Private,13,Never-married,Sales,White,Male,0,0,40,1,0
43,Local-gov,14,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,50,1,1
34,State-gov,14,Never-married,Prof-specialty,White,Female,0,0,40,1,0
30,Private,11,Married-civ-spouse,Sales,White,Male,0,0,45,1,1
25,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
27,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,0
25,Private,9,Never-married,Sales,Black,Male,0,0,40,1,0
22,Private,10,Never-married,Adm-clerical,White,Female,0,0,40,1,0
49,Private,9,Married-civ-spouse,Protective-serv,White,Male,0,0,40,1,0
44,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,3137,0,50,1,0
37,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,White,Male,2105,0,50,1,0
39,Private,13,Never-married,Exec-managerial,Black,Male,0,0,45,1,0
33,Private,9,Divorced,Transport-moving,White,Female,0,0,40,1,0
41,Self-emp-not-inc,14,Married-civ-spouse,Sales,White,Female,0,1902,35,1,1
40,Private,13,Never-married,Sales,White,Male,0,0,53,1,0
31,Private,10,Never-married,Protective-serv,White,Male,0,0,40,1,0
28,Private,10,Never-married,Exec-managerial,White,Female,0,0,40,1,0
71,Private,9,Married-civ-spouse,Sales,White,Male,0,2467,52,1,0
25,Local-gov,13,Never-married,Adm-clerical,White,Female,0,0,40,1,0
25,Private,4,Married-civ-spouse,Craft-repair,White,Male,0,0,60,1,0
36,Self-emp-not-inc,15,Married-civ-spouse,Craft-repair,White,Male,0,0,60,1,0
56,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
34,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
39,Private,13,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
31,Private,15,Divorced,Prof-specialty,White,Female,0,0,45,1,1
22,Private,9,Never-married,Adm-clerical,White,Female,0,0,20,1,0
44,Private,10,Never-married,Craft-repair,White,Male,0,0,38,1,0
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,0,0,45,1,0
65,Private,7,Divorced,Machine-op-inspct,White,Male,0,0,40,1,0
44,Private,10,Married-civ-spouse,Sales,White,Male,0,0,50,0,1
53,Local-gov,9,Divorced,Exec-managerial,White,Male,0,0,40,1,0
28,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,0
41,Private,13,Divorced,Exec-managerial,White,Female,0,0,45,1,0
35,Private,7,Married-civ-spouse,Sales,White,Female,0,0,40,1,0
41,Self-emp-inc,5,Married-civ-spouse,Sales,White,Female,0,0,70,0,0
28,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,35,0,0
53,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,0
26,Private,10,Never-married,Other-service,White,Female,0,0,45,1,0
28,Local-gov,9,Never-married,Transport-moving,Black,Female,0,0,40,1,0
27,Private,10,Divorced,Craft-repair,White,Female,0,0,40,1,0
27,Private,9,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,0,0,8,1,0
26,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
53,Private,9,Widowed,Sales,White,Female,0,0,35,1,0
34,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,1
50,Self-emp-inc,14,Never-married,Prof-specialty,Black,Male,0,0,50,0,0
30,Private,9,Divorced,Adm-clerical,Black,Female,0,0,62,1,0
47,Private,9,Separated,Craft-repair,Black,Male,0,0,40,1,0
55,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,0
35,Private,10,Never-married,Transport-moving,White,Male,0,0,40,1,0
39,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,1,1
30,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,1,0
39,Private,9,Married-civ-spouse,Transport-moving,Black,Male,0,1887,40,1,1
19,Private,10,Never-married,Sales,White,Female,0,0,20,1,0
57,Self-emp-not-inc,9,Married-civ-spouse,Other-service,White,Male,0,0,60,1,0
21,Private,10,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,0,20,0,0
25,Self-emp-not-inc,10,Never-married,Other-service,White,Female,0,0,22,1,0
32,Private,11,Married-civ-spouse,Transport-moving,White,Male,0,0,45,1,1
26,Private,9,Separated,Craft-repair,Black,Female,0,1594,40,1,0
42,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
39,Self-emp-not-inc,10,Divorced,Sales,White,Male,0,0,47,1,0
48,Private,13,Divorced,Priv-house-serv,White,Female,0,0,44,0,0
24,Private,10,Never-married,Other-service,Black,Female,0,0,35,1,0
46,Private,11,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,1,1
53,Private,10,Married-civ-spouse,Sales,White,Male,0,0,25,1,0
36,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,70,1,0
34,Private,9,Divorced,Craft-repair,White,Male,0,0,45,1,0
25,Private,9,Never-married,Transport-moving,White,Male,0,0,70,1,0
45,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
31,Federal-gov,12,Never-married,Adm-clerical,White,Male,0,0,40,1,0
21,Private,9,Never-married,Machine-op-inspct,White,Male,0,0,20,1,0
33,Private,5,Divorced,Craft-repair,White,Male,114,0,55,1,0
44,Private,10,Divorced,Adm-clerical,White,Female,0,0,40,1,0
34,Private,11,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,0,1
30,Private,10,Divorced,Adm-clerical,White,Female,0,0,10,1,0
32,Local-gov,10,Never-married,Adm-clerical,Black,Female,0,0,40,1,0
29,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
20,Private,10,Never-married,Other-service,White,Male,0,0,20,1,0
35,State-gov,9,Divorced,Protective-serv,White,Female,0,0,40,1,0
35,Private,9,Separated,Prof-specialty,Black,Female,0,0,40,1,0
29,Private,9,Never-married,Other-service,White,Female,0,0,38,1,0
21,Private,9,Never-married,Machine-op-inspct,White,Male,0,0,40,1,0
43,Federal-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,0,1
33,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,1,0
61,Federal-gov,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
42,Private,14,Never-married,Prof-specialty,White,Female,0,0,40,1,0
33,Private,8,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,1,0
35,State-gov,10,Never-married,Prof-specialty,Black,Female,0,0,40,1,0
22,Private,10,Never-married,Sales,White,Female,0,0,20,1,0
61,Private,9,Divorced,Exec-managerial,White,Female,0,0,40,1,0
28,Private,11,Never-married,Other-service,White,Female,2463,0,35,1,0
24,Private,9,Never-married,Other-service,Black,Male,0,0,40,1,0
58,Local-gov,14,Never-married,Prof-specialty,White,Male,0,0,35,1,0
42,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,1,0
56,Private,10,Married-civ-spouse,Sales,White,Male,0,0,45,1,1
25,Private,9,Separated,Handlers-cleaners,Black,Female,0,0,40,1,0
59,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,1,0
65,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,3818,0,10,1,0
57,Private,14,Divorced,Exec-managerial,White,Male,0,2824,50,1,1
36,Private,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,44,1,1
42,Private,10,Married-civ-spouse,Sales,White,Male,0,1887,50,1,1
18,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
28,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
20,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,20,1,0
19,Private,10,Never-married,Tech-support,White,Male,0,0,30,1,0
28,Private,13,Divorced,Other-service,White,Female,0,0,48,0,1
37,Private,11,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,1,0
23,Private,10,Never-married,Transport-moving,White,Male,0,0,40,1,0
60,Private,10,Divorced,Craft-repair,White,Male,0,0,47,1,0
17,Local-gov,8,Never-married,Adm-clerical,White,Female,0,0,12,1,0
37,Local-gov,13,Never-married,Prof-specialty,White,Female,4865,0,45,1,0
29,State-gov,11,Divorced,Adm-clerical,White,Male,0,0,40,1,0
34,Private,9,Separated,Transport-moving,Black,Male,0,0,20,1,0
37,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,White,Female,0,0,15,1,0
47,State-gov,13,Married-civ-spouse,Other-service,White,Male,0,0,40,1,0
22,Private,9,Never-married,Other-service,White,Female,0,0,40,1,0
61,Private,9,Married-civ-spouse,Other-service,White,Male,0,0,40,1,0
57,Private,3,Married-civ-spouse,Farming-fishing,White,Male,0,0,45,0,0
33,Federal-gov,16,Married-civ-spouse,Prof-specialty,White,Male,0,1848,40,1,1
54,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
40,Private,14,Never-married,Prof-specialty,White,Female,0,1669,40,1,0
40,Private,8,Married-civ-spouse,Craft-repair,White,Male,0,0,50,1,1
40,Local-gov,9,Never-married,Protective-serv,White,Male,0,0,42,1,0
35,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,2057,40,1,0
32,Private,7,Never-married,Transport-moving,White,Male,0,0,40,1,0
49,Self-emp-not-inc,10,Married-civ-spouse,Sales,White,Male,0,0,50,1,0
31,Private,9,Never-married,Adm-clerical,White,Female,0,0,40,1,0
58,Private,13,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,0,0
26,Self-emp-inc,13,Never-married,Exec-managerial,White,Male,0,0,50,1,0
35,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,1,0
25,Private,10,Never-married,Machine-op-inspct,White,Male,0,0,40,0,0
43,Private,8,Married-civ-spouse,Adm-clerical,Black,Male,0,0,40,1,0
32,Private,10,Never-married,Adm-clerical,White,Male,0,0,35,1,0
45,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,1,1
48,Private,9,Never-married,Machine-op-inspct,Black,Male,0,0,40,1,0
31,Private,3,Never-married,Other-service,White,Male,0,0,40,0,0
28,Private,9,Never-married,Tech-support,White,Male,0,0,40,1,0
50,Self-emp-not-inc,13,Divorced,Prof-specialty,White,Female,0,0,60,1,0
22,Private,9,Never-married,Adm-clerical,Black,Male,0,0,40,1,0
19,Private,10,Never-married,Sales,White,Female,0,0,20,1,0
38,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,63,1,1
23,Private,9,Never-married,Transport-moving,White,Male,0,0,40,1,0
24,Self-emp-inc,13,Never-married,Exec-managerial,White,Male,0,0,40,1,0
26,Private,11,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,1,0
45,State-gov,9,Divorced,Tech-support,White,Female,0,0,40,1,0
88,Private,10,Divorced,Adm-clerical,White,Female,0,0,40,1,0
19,Private,7,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,0,0,15,0,0
24,Private,9,Never-married,Exec-managerial,White,Male,0,0,50,1,0
48,Private,6,Married-civ-spouse,Farming-fishing,Black,Male,0,0,40,1,0
46,Private,10,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,40,0,0
31,Self-emp-inc,9,Married-civ-spouse,Craft-repair,White,Male,0,0,50,1,0
58,Private,9,Widowed,Adm-clerical,Amer-Indian-Eskimo,Male,0,0,40,1,0
35,Local-gov,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
36,Private,9,Never-married,Craft-repair,Black,Male,0,0,40,1,0
36,Private,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,1,1
47,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
30,Private,10,Married-spouse-absent,Exec-managerial,White,Female,0,0,45,1,0
30,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,0
30,Self-emp-inc,13,Never-married,Exec-managerial,White,Male,0,0,43,1,0
23,Local-gov,10,Never-married,Protective-serv,White,Male,0,0,40,1,1
41,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,1,1
52,Private,10,Divorced,Exec-managerial,White,Male,0,0,60,1,0
27,Private,12,Never-married,Adm-clerical,White,Male,0,0,40,1,0
59,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,45,1,0
21,Private,9,Never-married,Sales,White,Female,0,0,36,1,0
60,Private,9,Widowed,Machine-op-inspct,White,Female,0,0,40,1,0
69,State-gov,15,Married-civ-spouse,Adm-clerical,White,Male,0,0,34,1,1
24,Private,9,Never-married,Sales,White,Male,0,0,40,1,0
19,Private,9,Never-married,Sales,Black,Male,0,0,25,1,0
60,State-gov,12,Married-civ-spouse,Prof-specialty,White,Male,0,0,20,0,0
64,Private,10,Widowed,Tech-support,White,Female,0,0,35,1,0
39,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,White,Male,0,0,60,1,1
51,Private,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,1,1
51,Private,6,Divorced,Craft-repair,Black,Female,0,0,35,1,0
25,Private,10,Divorced,Tech-support,White,Female,0,0,40,1,0
37,Private,10,Divorced,Tech-support,White,Female,0,0,40,1,0
74,Self-emp-not-inc,9,Widowed,Farming-fishing,White,Female,0,0,14,1,0
26,State-gov,13,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,1,1
23,Private,9,Never-married,Other-service,Black,Male,0,0,30,1,0
57,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,0,0,36,1,1
20,Private,7,Never-married,Transport-moving,White,Male,0,0,15,1,0
37,Private,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,1,0
46,Private,13,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
39,Private,10,Divorced,Prof-specialty,White,Female,0,0,45,1,1
40,Private,9,Widowed,Machine-op-inspct,White,Female,0,0,30,1,0
50,State-gov,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,1,0
25,Private,1,Never-married,Farming-fishing,White,Male,0,0,35,0,0
44,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,45,1,0
41,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,0
30,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,White,Male,0,1977,15,1,1
38,Private,11,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,50,1,0
54,Private,6,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,1,0
40,Federal-gov,9,Divorced,Adm-clerical,Black,Female,0,0,52,1,0
37,Private,7,Married-civ-spouse,Handlers-cleaners,Black,Male,7688,0,40,1,1
46,Federal-gov,13,Married-civ-spouse,Exec-managerial,White,Male,15024,0,40,1,1
38,Private,9,Divorced,Prof-specialty,White,Male,0,0,45,1,0
20,Private,10,Never-married,Exec-managerial,White,Female,0,0,10,1,0
35,Private,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,0,0
62,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
34,Private,13,Never-married,Prof-specialty,White,Female,0,0,45,0,0
56,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,0,90,1,0
30,State-gov,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,20,0,0
17,Private,7,Never-married,Adm-clerical,White,Female,0,0,20,1,0
18,Self-emp-not-inc,7,Never-married,Other-service,White,Female,594,0,4,1,0
35,Private,7,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,1,0
21,Private,9,Never-married,Machine-op-inspct,Black,Male,0,0,1,1,0
46,Self-emp-not-inc,9,Divorced,Craft-repair,White,Male,0,0,50,1,0
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,0,60,1,0
27,Private,10,Never-married,Sales,White,Female,0,0,40,1,0
36,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
42,Private,4,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,0
35,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,50,1,0
25,Private,13,Separated,Exec-managerial,White,Male,0,0,40,1,0
47,Federal-gov,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,1
44,State-gov,15,Married-civ-spouse,Prof-specialty,White,Male,15024,0,75,1,1
51,Federal-gov,9,Married-civ-spouse,Transport-moving,White,Male,7688,0,40,1,1
53,Private,9,Married-civ-spouse,Prof-specialty,White,Male,0,0,42,1,1
47,Private,9,Married-civ-spouse,Protective-serv,White,Male,0,0,40,1,0
20,Private,7,Never-married,Handlers-cleaners,Black,Male,0,0,40,1,0
32,Private,10,Separated,Machine-op-inspct,Black,Female,0,0,70,1,0
28,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,0,50,1,0
52,Private,9,Divorced,Sales,White,Female,0,0,40,1,0
35,Private,14,Separated,Prof-specialty,White,Male,0,0,40,1,1
30,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,0
33,Private,10,Never-married,Adm-clerical,White,Female,6849,0,50,1,0
21,Private,10,Never-married,Other-service,White,Female,0,0,20,1,0
56,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,1902,65,1,1
45,Private,13,Married-civ-spouse,Craft-repair,White,Male,15024,0,40,1,1
20,Private,10,Never-married,Exec-managerial,White,Female,0,0,20,1,0
62,Local-gov,9,Married-civ-spouse,Other-service,White,Male,0,0,40,1,1
24,Private,13,Never-married,Sales,White,Female,0,0,30,1,0
52,Federal-gov,13,Separated,Adm-clerical,Black,Female,0,0,40,1,0
23,Private,9,Married-civ-spouse,Sales,White,Male,0,0,40,1,0
36,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,1,1
40,Private,10,Never-married,Craft-repair,White,Male,0,0,40,1,0
30,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,0,0
41,Private,5,Married-civ-spouse,Transport-moving,White,Male,0,0,35,1,0
59,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,1,1
27,Private,14,Never-married,Exec-managerial,White,Male,0,0,37,1,0
41,Private,10,Never-married,Exec-managerial,White,Male,0,0,50,1,0
27,Private,13,Never-married,Handlers-cleaners,White,Male,0,0,35,1,0
50,Private,9,Widowed,Machine-op-inspct,White,Female,0,0,40,1,0
29,Private,3,Never-married,Other-service,White,Female,0,0,40,0,0
38,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,1,1
30,Private,9,Never-married,Machine-op-inspct,White,Male,0,0,60,1,0
48,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,55,1,0
39,Local-gov,12,Married-civ-spouse,Craft-repair,Black,Male,7298,0,40,1,1
40,Private,11,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,1,0
27,Local-gov,7,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0,0
59,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1,1
34,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,50,1,1
47,Self-emp-inc,15,Never-married,Other-service,White,Male,0,0,60,1,1
