age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,us-native,income
43,Self-emp-not-inc,6,Divorced,Farming-fishing,Unmarried,White,Male,0,0,25,1,0
39,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,1,0
17,Private,6,Never-married,Sales,Own-child,White,Female,0,0,5,1,0
40,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,72,1,0
50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,1,1
23,Self-emp-inc,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,1,0
60,Private,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,65,1,1
30,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
24,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,1,0
23,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,1,0
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,30,1,0
45,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,1,0
58,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,1,1
22,Private,10,Never-married,Sales,Other-relative,White,Male,0,0,20,1,0
41,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,1,0
48,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,1
31,Private,9,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,1,0
33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,1,1
49,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,0
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,1,1
38,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
58,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,1,0
58,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,1,0
61,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,0
58,Private,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,1,1
32,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,1,1
33,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,1,0
28,Private,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,50,1,1
22,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,11,1,0
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,1
59,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,1,0
50,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,1,0
56,Self-emp-inc,8,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
36,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
28,Private,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,60,1,0
42,Private,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,1,1
60,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1,0
41,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,91,1,0
42,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,45,1,1
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,1,1
52,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,1
42,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,0
26,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,1,1
31,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,1,0
47,Private,3,Separated,Sales,Unmarried,White,Female,0,0,40,0,0
35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,1,0
19,Private,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,1,0
59,Self-emp-not-inc,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,80,1,1
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,0
35,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,1,0
39,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,1,0
64,Private,10,Separated,Other-service,Not-in-family,White,Male,0,0,40,1,0
17,Local-gov,6,Never-married,Other-service,Own-child,White,Female,0,0,25,1,0
49,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,1,0
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,25,1,0
36,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,3137,0,40,1,0
26,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,1,0
27,Private,3,Never-married,Priv-house-serv,Other-relative,White,Female,2176,0,40,0,0
66,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,40,1,1
38,Private,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,0
25,Private,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,25,1,0
19,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
30,Private,12,Never-married,Craft-repair,Not-in-family,White,Male,4787,0,50,1,1
22,Private,11,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,40,0,0
60,Private,10,Divorced,Craft-repair,Own-child,White,Male,0,0,44,1,1
54,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,18,1,1
46,Private,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,37,1,0
33,State-gov,10,Never-married,Other-service,Own-child,White,Male,0,0,40,1,0
51,Local-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
43,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,1,1
60,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,1,0
39,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,1,0
23,Private,13,Never-married,Tech-support,Own-child,White,Female,3325,0,40,1,0
39,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,1,0
40,Local-gov,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,1,0
48,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,1,1
24,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,1,0
32,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,1,0
31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,1,0
39,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,1,0
27,Private,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,1,0
45,State-gov,14,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,38,1,0
31,Private,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,0,0
63,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,1
28,State-gov,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,50,1,0
23,Private,13,Never-married,Sales,Own-child,White,Female,0,0,40,1,0
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,1,1
33,Private,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1,0
27,Private,13,Never-married,Sales,Not-in-family,White,Male,13550,0,46,1,1
29,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,0
36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,1,0
60,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0,1
23,Private,13,Never-married,Sales,Own-child,White,Male,0,0,55,1,0
38,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,0
60,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
20,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,1,0
37,Private,10,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,48,1,0
37,Private,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,1,0
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
25,Private,13,Never-married,Craft-repair,Own-child,White,Male,0,0,30,0,0
27,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,60,1,0
33,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,1,0
43,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
21,Federal-gov,10,Never-married,Tech-support,Own-child,Black,Male,0,0,20,1,0
45,Private,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,0,0
44,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,1,0
53,Private,9,Divorced,Prof-specialty,Not-in-family,White,Male,4787,0,46,1,1
31,Private,9,Never-married,Other-service,Own-child,Black,Female,0,0,20,1,0
18,Federal-gov,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,15,0,0
20,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,30,1,0
32,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,1,0
48,Private,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,1,0
46,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,1,0
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,1,0
27,Self-emp-not-inc,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,1,0
18,Federal-gov,10,Never-married,Sales,Own-child,White,Female,0,0,32,1,0
69,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,12,1,1
50,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1,1
43,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,0,0
32,Private,13,Divorced,Sales,Unmarried,White,Female,0,0,30,1,0
43,Private,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,48,1,0
52,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,1,1
35,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,1
46,Private,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,45,1,0
58,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1,1
46,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,1,1
40,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,1,0
25,Private,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,1,0
22,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,1,0
33,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,0
49,Federal-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
62,Private,6,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,1,0
56,Local-gov,10,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,48,1,0
24,Private,9,Never-married,Transport-moving,Unmarried,White,Female,0,0,40,0,0
42,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,1,0
41,Private,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,1,0
23,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,66,0,0
35,Private,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,1,0
22,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0,0
32,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1,0
25,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,1,0
66,Private,3,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,15,1,0
26,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,1,0
46,Private,10,Divorced,Transport-moving,Own-child,White,Male,3325,0,55,1,0
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1,1
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
25,Private,9,Never-married,Sales,Unmarried,White,Male,0,0,40,1,0
22,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
31,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,1,0
30,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
54,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,15,1,0
56,Private,5,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,1,1
47,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,0,0
29,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1,0
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
22,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,1,0
42,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,1,1
21,Private,10,Never-married,Sales,Other-relative,White,Male,0,0,40,1,0
36,Self-emp-inc,9,Never-married,Other-service,Not-in-family,White,Female,0,0,70,1,0
69,Private,11,Widowed,Sales,Not-in-family,White,Female,0,0,25,1,0
31,Private,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,1,0
48,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,1,0
23,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
24,Private,12,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,8614,0,40,1,1
47,Private,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,1,1
36,Private,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,1,0
39,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1,1
22,Private,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,46,1,0
27,Private,13,Never-married,Sales,Not-in-family,White,Male,10520,0,45,1,1
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
54,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0,0
33,Federal-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,1,0
42,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,1,1
52,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,1,0
23,Private,13,Never-married,Sales,Own-child,White,Male,0,0,32,1,0
33,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0,0
30,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,1,0
35,Private,11,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,38,0,0
27,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,37,1,0
24,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,35,1,0
44,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
62,Private,11,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,20,1,0
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,1,1
75,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,1,0
47,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,0
64,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1,0
54,Private,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,42,1,1
41,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,1
33,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,1,0
51,Private,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,1,1
45,Self-emp-inc,15,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,1,1
43,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0,0
30,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,1504,40,1,0
32,Private,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,1,0
61,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,1,0
21,Private,2,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,0,0
56,Private,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,1,0
28,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,60,1,0
23,Private,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,1,0
55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,1,0
33,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,1,0
22,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,1,0
43,Local-gov,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1,0
32,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,1,0
38,Private,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,1,0
18,Private,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,1,0
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1,1
29,Private,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,1,0
19,Private,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,0,0
39,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,1,0
29,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,1,1
45,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,1,1
44,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,1,1
42,Local-gov,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
34,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,1,0
52,Local-gov,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1,0
64,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,0,0
30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1,1
43,Local-gov,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,42,0,0
49,Self-emp-not-inc,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,1,0
35,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1,1
37,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,1
49,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1,0
19,Private,7,Separated,Other-service,Own-child,White,Female,0,0,40,1,0
22,Private,13,Never-married,Exec-managerial,Own-child,White,Male,2202,0,4,1,0
31,Private,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,1,0
26,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1,0
44,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,1,0
38,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,1,0
33,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1,0
18,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,20,1,0
32,Private,11,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,1,0
27,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
28,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,0,0
30,Self-emp-not-inc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
33,Private,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,38,1,0
74,Private,14,Divorced,Sales,Not-in-family,White,Female,0,0,10,1,0
36,Private,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,70,0,0
36,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,1,0
29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,20,1,0
39,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,1,0
25,Self-emp-inc,13,Never-married,Sales,Not-in-family,White,Male,0,0,80,1,0
21,Private,9,Separated,Farming-fishing,Own-child,White,Male,0,0,40,1,0
39,State-gov,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,1,0
38,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,32,1,0
20,Private,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,25,1,0
51,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,1,0
21,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,1,0
36,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
50,Private,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,1,0
38,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1,1
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
23,Private,10,Never-married,Sales,Own-child,White,Female,0,0,15,1,0
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1,1
41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0,0
34,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,1,0
19,State-gov,10,Never-married,Other-service,Own-child,White,Male,0,0,10,1,0
18,Private,6,Never-married,Other-service,Own-child,White,Female,0,0,3,1,0
36,Private,6,Divorced,Sales,Own-child,White,Male,0,0,40,1,0
46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,1,1
29,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,45,1,0
23,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,1,0
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1,0
35,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,1,0
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,0
22,Private,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,1,0
19,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,1,0
70,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,0
38,Private,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,55,1,0
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1,0
25,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,35,1,0
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1,1
43,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1,0
37,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0,1
51,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,0,1
20,Private,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,1,0
21,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,1,0
47,Private,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,1,0
44,Private,12,Divorced,Tech-support,Unmarried,White,Female,0,0,40,1,0
17,Private,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,15,1,0
25,Private,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,1,0
43,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1,0
46,Federal-gov,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1,1
42,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,1,0
46,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,1,0
22,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,1,0
49,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,1,0
21,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,1,0
53,Private,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1,1
43,Private,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,42,1,0
22,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,50,1,0
33,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,10520,0,45,1,1
28,Private,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,1,0
25,Private,10,Never-married,Tech-support,Unmarried,White,Female,0,0,24,1,0
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,0,1
50,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,1,1
48,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Male,0,0,65,1,1
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
33,Private,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,38,1,0
34,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,0,0
42,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,1,1
48,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,1,0
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,1,1
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1,0
33,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,1,0
64,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55,1,1
44,Private,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,25,1,0
42,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,1,1
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,1,0
25,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1,0
33,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,1,0
38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1,0
20,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,38,1,0
44,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,1,0
45,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1,1
27,Self-emp-inc,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,1,0
